SUP AREA,YEAR,CDC,DISTRICT NAME,SCHL CODE,SCHOOL NAME,BEG GRADE,END GRADE,EXIST 3 YRS,S1 ELA,S1 MA,S1 SC,S1 SS,S2 ELA,S2 MA,S2 SC,S2 SS,S3 1-3,S3 4,S3 5-6,S3 HSR,S4 Att,S5 Grad,Total Pts Ernd,Total Pts Poss,Pct Pts Ernd,,KEY
D,2016,057003,TROY R-III,4040,WM. R. CAPPEL ELEM., K,05,Y,16,15,15,0,4,0,2,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
D,2015,057003,TROY R-III,4040,WM. R. CAPPEL ELEM., K,05,Y,15,9,12,0,2,2,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
D,2014,057003,TROY R-III,4040,WM. R. CAPPEL ELEM., K,05,Y,16,16,16,0,4,4,3,0,0,0,0,0,9.5,0,68.5,70.0,97.9%,,
D,2017,057003,TROY R-III,4050,CUIVRE PARK ELEMENTARY, K,05,Y,16,12,12,0,4,3,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
D,2016,057003,TROY R-III,4050,CUIVRE PARK ELEMENTARY, K,05,Y,16,12,9,0,3,2,2,0,0,0,0,0,7.5,0,58.5,70.0,83.6%,,
D,2015,057003,TROY R-III,4050,CUIVRE PARK ELEMENTARY, K,05,Y,16,16,9,0,3,2,3,0,0,0,0,0,7.5,0,59.5,70.0,85.0%,,
D,2014,057003,TROY R-III,4050,CUIVRE PARK ELEMENTARY, K,05,Y,15,15,16,0,4,4,4,0,0,0,0,0,7.5,0,65.5,70.0,93.6%,,
D,2017,057003,TROY R-III,4070,LINCOLN ELEM., K,05,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
D,2016,057003,TROY R-III,4070,LINCOLN ELEM., K,05,Y,16,16,9,0,4,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
D,2015,057003,TROY R-III,4070,LINCOLN ELEM., K,05,Y,15,15,9,0,4,3,0,0,0,0,0,0,10,0,57.0,70.0,81.4%,,
D,2014,057003,TROY R-III,4070,LINCOLN ELEM., K,05,Y,15,15,12,0,4,4,2,0,0,0,0,0,10,0,62.0,70.0,88.6%,,
D,2017,057003,TROY R-III,4080,MAIN STREET ELEM., K,05,Y,16,12,16,0,3,3,3,0,0,0,0,0,9.5,0,68.5,70.0,97.9%,,
D,2016,057003,TROY R-III,4080,MAIN STREET ELEM., K,05,Y,15,16,9,0,2,2,2,0,0,0,0,0,7.5,0,58.5,70.0,83.6%,,
D,2015,057003,TROY R-III,4080,MAIN STREET ELEM., K,05,Y,15,15,12,0,0,1,2,0,0,0,0,0,7.5,0,61.5,70.0,87.9%,,
D,2014,057003,TROY R-III,4080,MAIN STREET ELEM., K,05,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
D,2017,057003,TROY R-III,4090,CLAUDE BROWN ELEMENTARY, K,05,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
D,2016,057003,TROY R-III,4090,CLAUDE BROWN ELEMENTARY, K,05,Y,16,16,12,0,4,4,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
D,2017,057004,WINFIELD R-IV,1050,WINFIELD HIGH,09,12,Y,*,*,16,6,*,*,4,1.5,10,6,10,0,6,30,*,140.0,*,,
D,2016,057004,WINFIELD R-IV,1050,WINFIELD HIGH,09,12,Y,12,6,16,8,3,3,4,2,10,8,10,0,7.5,30,130.5,140.0,93.2%,,
D,2015,057004,WINFIELD R-IV,1050,WINFIELD HIGH,09,12,Y,16,12,16,8,4,2,4,2,10,8,9.5,0,7.5,30,129.0,140.0,92.1%,,
D,2014,057004,WINFIELD R-IV,1050,WINFIELD HIGH,09,12,Y,9,9,16,5,2,2,4,0,7.5,8,8,0,7.5,30,108.0,140.0,77.1%,,
D,2017,057004,WINFIELD R-IV,3000,WINFIELD MIDDLE,06,08,Y,12,6,0,0,3,3,0,0,0,0,0,0,7.5,0,38.5,70.0,55.0%,,
D,2016,057004,WINFIELD R-IV,3000,WINFIELD MIDDLE,06,08,Y,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,35.5,70.0,50.7%,,
D,2015,057004,WINFIELD R-IV,3000,WINFIELD MIDDLE,06,08,Y,9,0,9,0,2,0,0,0,0,0,0,0,7.5,0,44.5,70.0,63.6%,,
D,2014,057004,WINFIELD R-IV,3000,WINFIELD MIDDLE,06,08,Y,15,9,12,0,4,0,0,0,0,0,0,0,10,0,50.0,70.0,71.4%,,
D,2017,057004,WINFIELD R-IV,4020,WINFIELD ELEM., K,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,7.5,10.0,75.0%,,
D,2016,057004,WINFIELD R-IV,4020,WINFIELD ELEM., K,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,7.5,10.0,75.0%,,
D,2015,057004,WINFIELD R-IV,4020,WINFIELD ELEM., K,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,7.5,10.0,75.0%,,
D,2014,057004,WINFIELD R-IV,4020,WINFIELD ELEM., K,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,9.5,10.0,95.0%,,
D,2017,057004,WINFIELD R-IV,4040,WINFIELD INTERMEDIATE,03,05,Y,16,16,9,0,3,3,2,0,0,0,0,0,7.5,0,56.5,70.0,80.7%,,
D,2016,057004,WINFIELD R-IV,4040,WINFIELD INTERMEDIATE,03,05,Y,15,16,9,0,3,3,2,0,0,0,0,0,10,0,58.0,70.0,82.9%,,
D,2015,057004,WINFIELD R-IV,4040,WINFIELD INTERMEDIATE,03,05,Y,15,9,9,0,2,0,2,0,0,0,0,0,10,0,49.0,70.0,70.0%,,
D,2014,057004,WINFIELD R-IV,4040,WINFIELD INTERMEDIATE,03,05,Y,15,9,9,0,2,2,3,0,0,0,0,0,10,0,50.0,70.0,71.4%,,
I,2017,058106,LINN CO. R-I,1050,LINN CO. HIGH,06,12,Y,*,*,0,5,*,*,0,N/A,6,9.5,10,0,10,30,*,138.0,*,,
I,2016,058106,LINN CO. R-I,1050,LINN CO. HIGH,06,12,Y,15,0,9,8,4,0,2,N/A,7.5,10,10,0,10,30,117.5,138.0,85.1%,,
I,2015,058106,LINN CO. R-I,1050,LINN CO. HIGH,06,12,Y,16,9,16,8,4,0,4,N/A,10,10,10,0,10,30,129.0,138.0,93.5%,,
I,2014,058106,LINN CO. R-I,1050,LINN CO. HIGH,06,12,Y,15,9,12,0,2,2,3,0,8,10,6,0,10,30,107.0,140.0,76.4%,,
I,2017,058106,LINN CO. R-I,4020,LINN CO. ELEM.,PK,05,Y,16,16,16,0,4,4,2,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
I,2016,058106,LINN CO. R-I,4020,LINN CO. ELEM.,PK,05,Y,16,16,15,0,4,4,4,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
I,2015,058106,LINN CO. R-I,4020,LINN CO. ELEM.,PK,05,Y,15,15,16,0,4,4,3,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
I,2014,058106,LINN CO. R-I,4020,LINN CO. ELEM.,PK,05,Y,15,15,12,0,2,4,0,0,0,0,0,0,10,0,58.0,70.0,82.9%,,
I,2017,058107,BUCKLIN R-II,1050,BUCKLIN HIGH,07,12,Y,*,*,9,8,*,*,2,N/A,10,10,10,0,10,30,*,138.0,*,,
I,2016,058107,BUCKLIN R-II,1050,BUCKLIN HIGH,07,12,Y,16,15,9,8,4,4,0,N/A,7.5,10,10,0,10,30,124.5,138.0,90.2%,,
I,2015,058107,BUCKLIN R-II,1050,BUCKLIN HIGH,07,12,Y,0,0,16,5,4,4,4,N/A,10,10,10,0,10,30,135.0,138.0,97.8%,,
I,2014,058107,BUCKLIN R-II,1050,BUCKLIN HIGH,07,12,Y,16,16,16,5,4,4,4,0.5,10,10,6,0,10,30,131.5,140.0,93.9%,,
I,2017,058107,BUCKLIN R-II,4020,BUCKLIN ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
I,2016,058107,BUCKLIN R-II,4020,BUCKLIN ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
I,2015,058107,BUCKLIN R-II,4020,BUCKLIN ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
I,2014,058107,BUCKLIN R-II,4020,BUCKLIN ELEM., K,06,Y,15,16,16,0,2,4,N/A,0,0,0,0,0,10,0,63.0,66.0,95.5%,,
I,2017,058108,MEADVILLE R-IV,1050,MEADVILLE HIGH,07,12,Y,*,*,16,6,*,*,3,N/A,10,10,10,0,10,30,*,138.0,*,,
I,2016,058108,MEADVILLE R-IV,1050,MEADVILLE HIGH,07,12,Y,12,16,16,8,4,2,3,N/A,10,10,10,0,10,30,137.0,138.0,99.3%,,
I,2015,058108,MEADVILLE R-IV,1050,MEADVILLE HIGH,07,12,Y,16,16,16,8,4,4,4,N/A,9.5,10,10,0,10,30,137.5,138.0,99.6%,,
I,2014,058108,MEADVILLE R-IV,1050,MEADVILLE HIGH,07,12,Y,16,16,16,0,3,4,3,0,7.5,6,10,0,10,30,121.5,140.0,86.8%,,
I,2017,058108,MEADVILLE R-IV,4020,MEADVILLE ELEM., K,06,Y,12,16,9,0,2,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
I,2016,058108,MEADVILLE R-IV,4020,MEADVILLE ELEM., K,06,Y,16,16,9,0,4,4,3,0,0,0,0,0,10,0,62.0,70.0,88.6%,,
I,2015,058108,MEADVILLE R-IV,4020,MEADVILLE ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
I,2014,058108,MEADVILLE R-IV,4020,MEADVILLE ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
I,2017,058109,MARCELINE R-V,1050,MARCELINE HIGH,09,12,Y,*,*,16,6,*,*,4,2,7.5,10,10,0,9.5,30,*,140.0,*,,
I,2016,058109,MARCELINE R-V,1050,MARCELINE HIGH,09,12,Y,16,15,16,6,4,4,3,2,10,10,10,0,10,30,137.0,140.0,97.9%,,
I,2015,058109,MARCELINE R-V,1050,MARCELINE HIGH,09,12,Y,12,12,16,8,3,4,4,2,10,10,10,0,9.5,30,134.5,140.0,96.1%,,
I,2014,058109,MARCELINE R-V,1050,MARCELINE HIGH,09,12,Y,12,16,16,5,2,3,4,0,10,10,7.5,0,7.5,30,123.0,140.0,87.9%,,
I,2017,058109,MARCELINE R-V,3050,MARCELINE MIDDLE,06,08,Y,15,15,9,0,4,4,3,0,0,0,0,0,10,0,62.0,70.0,88.6%,,
I,2016,058109,MARCELINE R-V,3050,MARCELINE MIDDLE,06,08,Y,9,16,16,0,2,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
I,2015,058109,MARCELINE R-V,3050,MARCELINE MIDDLE,06,08,Y,12,16,16,0,2,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
I,2014,058109,MARCELINE R-V,3050,MARCELINE MIDDLE,06,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
I,2017,058109,MARCELINE R-V,4020,WALT DISNEY ELEM., K,05,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
I,2016,058109,MARCELINE R-V,4020,WALT DISNEY ELEM., K,05,Y,16,16,15,0,4,4,4,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
I,2015,058109,MARCELINE R-V,4020,WALT DISNEY ELEM., K,05,Y,16,16,12,0,4,4,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
I,2014,058109,MARCELINE R-V,4020,WALT DISNEY ELEM., K,05,Y,16,16,16,0,3,4,3,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
I,2017,058112,BROOKFIELD R-III,1050,BROOKFIELD HIGH,09,12,Y,*,*,16,8,*,*,3,2,7.5,10,10,0,9.5,30,*,140.0,*,,
I,2016,058112,BROOKFIELD R-III,1050,BROOKFIELD HIGH,09,12,Y,12,12,16,8,3,2,4,1,7.5,6,10,0,7.5,28.5,128.5,140.0,91.8%,,
I,2015,058112,BROOKFIELD R-III,1050,BROOKFIELD HIGH,09,12,Y,16,16,16,0,4,4,4,2,9.5,7.5,10,0,7.5,28.5,125.0,140.0,89.3%,,
I,2014,058112,BROOKFIELD R-III,1050,BROOKFIELD HIGH,09,12,Y,16,16,16,0,4,4,4,0,9.5,10,7.5,0,10,28.5,125.5,140.0,89.6%,,
I,2017,058112,BROOKFIELD R-III,3000,BROOKFIELD MIDDLE,05,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
I,2016,058112,BROOKFIELD R-III,3000,BROOKFIELD MIDDLE,05,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
I,2015,058112,BROOKFIELD R-III,3000,BROOKFIELD MIDDLE,05,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
I,2014,058112,BROOKFIELD R-III,3000,BROOKFIELD MIDDLE,05,08,Y,16,16,16,0,4,2,4,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
I,2017,058112,BROOKFIELD R-III,4020,BROOKFIELD ELEM.,PK,04,Y,16,9,0,0,4,1,0,0,0,0,0,0,10,0,50.0,50.0,100.0%,,
I,2016,058112,BROOKFIELD R-III,4020,BROOKFIELD ELEM.,PK,04,Y,15,16,0,0,2,3,0,0,0,0,0,0,10,0,49.0,50.0,98.0%,,
I,2015,058112,BROOKFIELD R-III,4020,BROOKFIELD ELEM.,PK,04,Y,15,15,0,0,2,2,0,0,0,0,0,0,10,0,48.0,50.0,96.0%,,
I,2014,058112,BROOKFIELD R-III,4020,BROOKFIELD ELEM.,PK,04,Y,15,15,0,0,4,4,0,0,0,0,0,0,10,0,48.0,50.0,96.0%,,
H,2017,059113,SOUTHWEST LIVINGSTON CO. R-I,1050,SOUTHWEST LIVINGSTON CO R-1 HS,07,12,Y,*,*,16,8,*,*,3,1.5,10,10,6,0,9.5,30,*,140.0,*,,
H,2016,059113,SOUTHWEST LIVINGSTON CO. R-I,1050,SOUTHWEST LIVINGSTON CO R-1 HS,07,12,Y,15,6,16,0,2,0,3,N/A,7.5,8,10,0,7.5,30,121.0,138.0,87.7%,,
H,2015,059113,SOUTHWEST LIVINGSTON CO. R-I,1050,SOUTHWEST LIVINGSTON CO R-1 HS,07,12,Y,15,15,16,0,2,4,4,N/A,7.5,6,6,0,9.5,30,118.0,138.0,85.5%,,
H,2014,059113,SOUTHWEST LIVINGSTON CO. R-I,1050,SOUTHWEST LIVINGSTON CO R-1 HS,07,12,Y,15,16,16,0,4,4,4,0,9.5,7.5,7.5,0,10,30,123.5,140.0,88.2%,,
H,2017,059113,SOUTHWEST LIVINGSTON CO. R-I,4020,SOUTHWEST LIVINGSTON CO R-1 EL,PK,06,Y,15,15,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2016,059113,SOUTHWEST LIVINGSTON CO. R-I,4020,SOUTHWEST LIVINGSTON CO R-1 EL,PK,06,Y,15,15,16,0,3,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2015,059113,SOUTHWEST LIVINGSTON CO. R-I,4020,SOUTHWEST LIVINGSTON CO R-1 EL,PK,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2014,059113,SOUTHWEST LIVINGSTON CO. R-I,4020,SOUTHWEST LIVINGSTON CO R-1 EL,PK,06,Y,15,16,15,0,2,4,N/A,0,0,0,0,0,10,0,62.0,66.0,93.9%,,
H,2017,059114,LIVINGSTON CO. R-III,4020,LIVINGSTON CO. ELEM.,PK,08,Y,16,15,12,0,4,2,N/A,0,0,0,0,7.5,10,0,69.5,76.0,91.4%,,
H,2016,059114,LIVINGSTON CO. R-III,4020,LIVINGSTON CO. ELEM.,PK,08,Y,16,15,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,76.0,86.8%,,
H,2015,059114,LIVINGSTON CO. R-III,4020,LIVINGSTON CO. ELEM.,PK,08,Y,16,16,16,0,4,4,N/A,0,0,0,0,7.5,10,0,73.5,76.0,96.7%,,
H,2014,059114,LIVINGSTON CO. R-III,4020,LIVINGSTON CO. ELEM.,PK,08,Y,16,16,12,0,4,4,N/A,0,0,0,0,10,10,0,72.0,76.0,94.7%,,
H,2017,059117,CHILLICOTHE R-II,1050,CHILLICOTHE HIGH,09,12,Y,*,*,16,8,*,*,3,2,7.5,10,10,0,10,30,*,140.0,*,,
H,2016,059117,CHILLICOTHE R-II,1050,CHILLICOTHE HIGH,09,12,Y,16,9,16,8,4,0,3,2,10,10,10,0,9.5,30,138.5,140.0,98.9%,,
H,2015,059117,CHILLICOTHE R-II,1050,CHILLICOTHE HIGH,09,12,Y,16,16,16,5,4,4,4,1,10,10,9.5,0,7.5,30,133.0,140.0,95.0%,,
H,2014,059117,CHILLICOTHE R-II,1050,CHILLICOTHE HIGH,09,12,Y,16,9,16,6.5,3,2,4,0,6,10,10,0,10,30,122.5,140.0,87.5%,,
H,2017,059117,CHILLICOTHE R-II,3000,CHILLICOTHE MIDDLE,06,08,Y,16,16,16,0,2,3,2,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
H,2016,059117,CHILLICOTHE R-II,3000,CHILLICOTHE MIDDLE,06,08,Y,9,12,9,0,2,1,0,0,0,0,0,0,10,0,51.0,70.0,72.9%,,
H,2015,059117,CHILLICOTHE R-II,3000,CHILLICOTHE MIDDLE,06,08,Y,15,9,9,0,2,0,4,0,0,0,0,0,10,0,52.0,70.0,74.3%,,
H,2014,059117,CHILLICOTHE R-II,3000,CHILLICOTHE MIDDLE,06,08,Y,15,9,12,0,2,3,0,0,0,0,0,0,10,0,51.0,70.0,72.9%,,
H,2017,059117,CHILLICOTHE R-II,4020,CENTRAL ELEM.,04,05,Y,16,15,12,0,4,2,2,0,0,0,0,0,10,0,64.0,70.0,91.4%,,
H,2016,059117,CHILLICOTHE R-II,4020,CENTRAL ELEM.,04,05,Y,16,16,16,0,4,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
H,2015,059117,CHILLICOTHE R-II,4020,CENTRAL ELEM.,04,05,Y,12,9,16,0,2,2,4,0,0,0,0,0,10,0,59.0,70.0,84.3%,,
H,2014,059117,CHILLICOTHE R-II,4020,CENTRAL ELEM.,04,05,Y,9,12,16,0,2,3,3,0,0,0,0,0,10,0,55.0,70.0,78.6%,,
H,2017,059117,CHILLICOTHE R-II,4040,DEWEY ELEM., K,01,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
H,2016,059117,CHILLICOTHE R-II,4040,DEWEY ELEM., K,01,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
H,2015,059117,CHILLICOTHE R-II,4040,DEWEY ELEM., K,01,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
H,2014,059117,CHILLICOTHE R-II,4040,DEWEY ELEM., K,01,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
H,2017,059117,CHILLICOTHE R-II,4060,FIELD ELEM.,02,03,Y,16,16,0,0,4,4,0,0,0,0,0,0,10,0,50.0,50.0,100.0%,,
H,2016,059117,CHILLICOTHE R-II,4060,FIELD ELEM.,02,03,Y,9,9,0,0,2,2,0,0,0,0,0,0,10,0,46.0,50.0,92.0%,,
H,2015,059117,CHILLICOTHE R-II,4060,FIELD ELEM.,02,03,Y,9,9,0,0,2,2,0,0,0,0,0,0,10,0,46.0,50.0,92.0%,,
H,2014,059117,CHILLICOTHE R-II,4060,FIELD ELEM.,02,03,Y,16,12,0,0,4,4,0,0,0,0,0,0,10,0,46.0,50.0,92.0%,,
C,2017,060077,MCDONALD CO. R-I,1050,MCDONALD COUNTY HIGH,09,12,Y,*,*,16,6,*,*,0,0,9.5,10,10,0,6,30,*,140.0,*,,
C,2016,060077,MCDONALD CO. R-I,1050,MCDONALD COUNTY HIGH,09,12,Y,12,16,16,6,4,4,4,1.5,10,10,10,0,6,30,133.5,140.0,95.4%,,
C,2015,060077,MCDONALD CO. R-I,1050,MCDONALD COUNTY HIGH,09,12,Y,16,15,16,8,4,4,4,2,6,10,10,0,6,30,132.0,140.0,94.3%,,
C,2014,060077,MCDONALD CO. R-I,1050,MCDONALD COUNTY HIGH,09,12,Y,16,16,16,8,4,3,4,1.5,8,10,9.5,0,10,30,136.0,140.0,97.1%,,
C,2017,060077,MCDONALD CO. R-I,3000,ANDERSON MIDDLE,06,08,Y,16,12,9,0,4,0,2,0,0,0,0,0,7.5,0,55.5,70.0,79.3%,,
C,2016,060077,MCDONALD CO. R-I,3000,ANDERSON MIDDLE,07,08,Y,15,15,16,0,2,0,4,0,0,0,0,0,7.5,0,64.5,70.0,92.1%,,
C,2015,060077,MCDONALD CO. R-I,3000,ANDERSON MIDDLE,07,08,Y,15,15,16,0,3,0,4,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
C,2014,060077,MCDONALD CO. R-I,3000,ANDERSON MIDDLE,07,08,Y,16,9,9,0,4,2,3,0,0,0,0,0,10,0,53.0,70.0,75.7%,,
C,2017,060077,MCDONALD CO. R-I,4020,ANDERSON ELEM.,PK,05,Y,16,15,9,0,4,2,0,0,0,0,0,0,10,0,57.0,70.0,81.4%,,
C,2016,060077,MCDONALD CO. R-I,4020,ANDERSON ELEM.,PK,06,Y,9,9,9,0,2,0,2,0,0,0,0,0,10,0,56.0,70.0,80.0%,,
C,2015,060077,MCDONALD CO. R-I,4020,ANDERSON ELEM.,PK,06,Y,9,15,9,0,2,2,3,0,0,0,0,0,10,0,57.0,70.0,81.4%,,
C,2014,060077,MCDONALD CO. R-I,4020,ANDERSON ELEM.,PK,06,Y,15,12,16,0,2,3,3,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
C,2017,060077,MCDONALD CO. R-I,4040,NOEL ELEM.,03,08,Y,12,6,12,0,3,2,3,0,0,0,0,0,10,0,63.0,70.0,90.0%,,
C,2016,060077,MCDONALD CO. R-I,4040,NOEL ELEM.,03,08,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,47.0,70.0,67.1%,,
C,2015,060077,MCDONALD CO. R-I,4040,NOEL ELEM.,03,08,Y,15,15,9,0,2,2,0,0,0,0,0,0,10,0,56.0,70.0,80.0%,,
C,2014,060077,MCDONALD CO. R-I,4040,NOEL ELEM.,03,08,Y,15,16,9,0,2,4,3,0,0,0,0,0,10,0,59.0,70.0,84.3%,,
C,2017,060077,MCDONALD CO. R-I,4050,NOEL PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2016,060077,MCDONALD CO. R-I,4050,NOEL PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2015,060077,MCDONALD CO. R-I,4050,NOEL PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2014,060077,MCDONALD CO. R-I,4050,NOEL PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2017,060077,MCDONALD CO. R-I,4060,PINEVILLE ELEM.,03,08,Y,16,6,9,0,4,2,2,0,0,0,0,0,9.5,0,58.5,70.0,83.6%,,
C,2016,060077,MCDONALD CO. R-I,4060,PINEVILLE ELEM.,03,08,Y,16,15,9,0,4,0,2,0,0,0,0,0,9.5,0,58.5,70.0,83.6%,,
C,2015,060077,MCDONALD CO. R-I,4060,PINEVILLE ELEM.,03,08,Y,15,15,9,0,2,2,3,0,0,0,0,0,7.5,0,54.5,70.0,77.9%,,
C,2014,060077,MCDONALD CO. R-I,4060,PINEVILLE ELEM.,03,08,Y,15,15,9,0,2,3,3,0,0,0,0,0,7.5,0,54.5,70.0,77.9%,,
C,2017,060077,MCDONALD CO. R-I,4070,PINEVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2016,060077,MCDONALD CO. R-I,4070,PINEVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2015,060077,MCDONALD CO. R-I,4070,PINEVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2014,060077,MCDONALD CO. R-I,4070,PINEVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,
C,2017,060077,MCDONALD CO. R-I,4080,ROCKY COMFORT ELEM.,PK,08,Y,16,16,16,0,4,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
C,2016,060077,MCDONALD CO. R-I,4080,ROCKY COMFORT ELEM.,PK,08,Y,16,12,15,0,4,2,4,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
C,2015,060077,MCDONALD CO. R-I,4080,ROCKY COMFORT ELEM.,PK,08,Y,9,9,12,0,2,2,3,0,0,0,0,0,10,0,64.0,70.0,91.4%,,
C,2014,060077,MCDONALD CO. R-I,4080,ROCKY COMFORT ELEM.,PK,08,Y,15,16,12,0,4,4,3,0,0,0,0,0,10,0,64.0,70.0,91.4%,,
C,2017,060077,MCDONALD CO. R-I,5000,SOUTHWEST CITY ELEM.,PK,08,Y,16,16,15,0,4,4,4,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
C,2016,060077,MCDONALD CO. R-I,5000,SOUTHWEST CITY ELEM.,PK,08,Y,9,15,9,0,2,2,2,0,0,0,0,0,10,0,57.0,70.0,81.4%,,
C,2015,060077,MCDONALD CO. R-I,5000,SOUTHWEST CITY ELEM.,PK,08,Y,9,15,9,0,2,2,3,0,0,0,0,0,10,0,58.0,70.0,82.9%,,
C,2014,060077,MCDONALD CO. R-I,5000,SOUTHWEST CITY ELEM.,PK,08,Y,15,12,16,0,3,3,4,0,0,0,0,0,10,0,63.0,70.0,90.0%,,
C,2017,060077,MCDONALD CO. R-I,5020,WHITE ROCK ELEM.,PK,08,Y,16,16,16,0,4,3,4,0,0,0,0,0,7.5,0,67.5,70.0,96.4%,,
C,2016,060077,MCDONALD CO. R-I,5020,WHITE ROCK ELEM.,PK,08,Y,9,15,9,0,2,2,2,0,0,0,0,0,7.5,0,58.5,70.0,83.6%,,
C,2015,060077,MCDONALD CO. R-I,5020,WHITE ROCK ELEM.,PK,08,Y,9,15,12,0,3,3,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
C,2014,060077,MCDONALD CO. R-I,5020,WHITE ROCK ELEM.,PK,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
I,2017,061150,ATLANTA C-3,1050,ATLANTA HIGH,07,12,Y,*,*,9,5,*,*,2,N/A,6,10,10,0,6,30,*,138.0,*,,
I,2016,061150,ATLANTA C-3,1050,ATLANTA HIGH,07,12,Y,16,15,12,5,4,4,4,N/A,6,10,10,0,7.5,30,124.5,138.0,90.2%,,
I,2015,061150,ATLANTA C-3,1050,ATLANTA HIGH,07,12,Y,16,16,16,5,4,4,4,0,10,10,10,0,6,30,131.0,140.0,93.6%,,
