DisciplineIncidents_Chart_SeriesGroup_label,DisciplineIncidents_Chart_SeriesGroup_DisciplineIncidents_Chart_CategoryGroup_label,DisciplineIncidents_Chart_SeriesGroup_DisciplineIncidents_Chart_CategoryGroup_Value_Y,,,,,,,,,,,,,
ACAD OF ENVT SCI/MATH MIDDLE (3250),2013,409,8,2,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.7,1 | 0.2,4 | 1.0,0 | 0.0,8 | 2.0,0 | 0.0,8 | 2.0,0 | 0.0
ACAD OF ENVT SCI/MATH MIDDLE (3250),2014,306,34,11.1,0 | 0.0,1 | 0.3,0 | 0.0,12 | 3.9,5 | 1.6,16 | 5.2,0 | 0.0,34 | 11.1,0 | 0.0,34 | 11.1,0 | 0.0
ACAD OF ENVT SCI/MATH MIDDLE (3250),2015,282,18,6.4,0 | 0.0,0 | 0.0,0 | 0.0,8 | 2.8,0 | 0.0,10 | 3.5,3 | 1.1,15 | 5.3,0 | 0.0,15 | 5.3,3 | 1.1
ACAD OF ENVT SCI/MATH MIDDLE (3250),2016,216,10,4.6,0 | 0.0,0 | 0.0,0 | 0.0,5 | 2.3,1 | 0.5,4 | 1.9,0 | 0.0,10 | 4.6,0 | 0.0,10 | 4.6,0 | 0.0
ACAD OF ENVT SCI/MATH MIDDLE (3250),2017,180,3,1.7,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0,3 | 1.7,0 | 0.0,3 | 1.7,0 | 0.0
LONG MIDDLE COMMUNITY ED. CTR. (3260),2013,258,24,9.3,0 | 0.0,6 | 2.3,0 | 0.0,3 | 1.2,2 | 0.8,13 | 5.0,0 | 0.0,24 | 9.3,0 | 0.0,24 | 9.3,0 | 0.0
LONG MIDDLE COMMUNITY ED. CTR. (3260),2014,245,14,5.7,0 | 0.0,6 | 2.4,0 | 0.0,4 | 1.6,1 | 0.4,3 | 1.2,0 | 0.0,14 | 5.7,0 | 0.0,14 | 5.7,0 | 0.0
LONG MIDDLE COMMUNITY ED. CTR. (3260),2015,239,19,7.9,0 | 0.0,2 | 0.8,0 | 0.0,10 | 4.2,0 | 0.0,7 | 2.9,2 | 0.8,17 | 7.1,0 | 0.0,17 | 7.1,2 | 0.8
LONG MIDDLE COMMUNITY ED. CTR. (3260),2016,210,7,3.3,0 | 0.0,1 | 0.5,0 | 0.0,3 | 1.4,0 | 0.0,3 | 1.4,0 | 0.0,7 | 3.3,0 | 0.0,7 | 3.3,0 | 0.0
LONG MIDDLE COMMUNITY ED. CTR. (3260),2017,193,16,8.3,0 | 0.0,6 | 3.1,0 | 0.0,8 | 4.1,0 | 0.0,2 | 1.0,0 | 0.0,16 | 8.3,0 | 0.0,16 | 8.3,0 | 0.0
L'OUVERTURE MIDDLE (3280),2013,204,30,14.7,0 | 0.0,12 | 5.9,0 | 0.0,7 | 3.4,1 | 0.5,10 | 4.9,0 | 0.0,30 | 14.7,0 | 0.0,30 | 14.7,0 | 0.0
L'OUVERTURE MIDDLE (3280),2014,0,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
L'OUVERTURE MIDDLE (3280),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
L'OUVERTURE MIDDLE (3280),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
L'OUVERTURE MIDDLE (3280),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
COMPTON-DREW ILC MIDDLE (3390),2013,535,12,2.2,0 | 0.0,2 | 0.4,0 | 0.0,6 | 1.1,2 | 0.4,2 | 0.4,0 | 0.0,12 | 2.2,0 | 0.0,12 | 2.2,0 | 0.0
COMPTON-DREW ILC MIDDLE (3390),2014,522,9,1.7,0 | 0.0,3 | 0.6,0 | 0.0,0 | 0.0,1 | 0.2,5 | 1.0,1 | 0.2,8 | 1.5,0 | 0.0,9 | 1.7,0 | 0.0
COMPTON-DREW ILC MIDDLE (3390),2015,496,27,5.4,0 | 0.0,3 | 0.6,1 | 0.2,2 | 0.4,1 | 0.2,20 | 4.0,8 | 1.6,19 | 3.8,0 | 0.0,25 | 5.0,2 | 0.4
COMPTON-DREW ILC MIDDLE (3390),2016,481,35,7.3,0 | 0.0,0 | 0.0,0 | 0.0,4 | 0.8,2 | 0.4,29 | 6.0,13 | 2.7,22 | 4.6,0 | 0.0,35 | 7.3,0 | 0.0
COMPTON-DREW ILC MIDDLE (3390),2017,476,7,1.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.2,6 | 1.3,0 | 0.0,7 | 1.5,0 | 0.0,7 | 1.5,0 | 0.0
STEVENS MIDDLE COMMUNITY ED. (3400),2013,0,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STEVENS MIDDLE COMMUNITY ED. (3400),2014,0,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STEVENS MIDDLE COMMUNITY ED. (3400),2015,0,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
STEVENS MIDDLE COMMUNITY ED. (3400),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
STEVENS MIDDLE COMMUNITY ED. (3400),,,,,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0,0 | 0
ADAMS ELEM. (4000),2013,279,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ADAMS ELEM. (4000),2014,314,4,1.3,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,2 | 0.6,0 | 0.0,4 | 1.3,0 | 0.0,4 | 1.3,0 | 0.0
ADAMS ELEM. (4000),2015,278,6,2.2,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,5 | 1.8,0 | 0.0,6 | 2.2,0 | 0.0,6 | 2.2,0 | 0.0
ADAMS ELEM. (4000),2016,271,4,1.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.7,2 | 0.7,1 | 0.4,3 | 1.1,0 | 0.0,4 | 1.5,0 | 0.0
ADAMS ELEM. (4000),2017,250,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ASHLAND ELEM. AND BR. (4060),2013,336,13,3.9,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,1 | 0.3,11 | 3.3,5 | 1.5,8 | 2.4,0 | 0.0,13 | 3.9,0 | 0.0
ASHLAND ELEM. AND BR. (4060),2014,341,13,3.8,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,12 | 3.5,11 | 3.2,2 | 0.6,0 | 0.0,13 | 3.8,0 | 0.0
ASHLAND ELEM. AND BR. (4060),2015,329,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
ASHLAND ELEM. AND BR. (4060),2016,292,7,2.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,4 | 1.4,2 | 0.7,1 | 0.3,6 | 2.1,0 | 0.0,7 | 2.4,0 | 0.0
ASHLAND ELEM. AND BR. (4060),2017,267,3,1.1,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,1 | 0.4,1 | 0.4,0 | 0.0,3 | 1.1,0 | 0.0,3 | 1.1,0 | 0.0
BRYAN HILL ELEM. (4180),2013,187,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
BRYAN HILL ELEM. (4180),2014,170,2,1.2,0 | 0.0,2 | 1.2,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 1.2,0 | 0.0,2 | 1.2,0 | 0.0
BRYAN HILL ELEM. (4180),2015,184,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
BRYAN HILL ELEM. (4180),2016,154,4,2.6,0 | 0.0,1 | 0.6,0 | 0.0,0 | 0.0,1 | 0.6,2 | 1.3,0 | 0.0,4 | 2.6,0 | 0.0,4 | 2.6,0 | 0.0
BRYAN HILL ELEM. (4180),2017,180,1,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0
BUDER ELEM. (4200),2013,349,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
BUDER ELEM. (4200),2014,315,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
BUDER ELEM. (4200),2015,325,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
BUDER ELEM. (4200),2016,342,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
BUDER ELEM. (4200),2017,320,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
AMES VISUAL/PERF. ARTS (4250),2013,416,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
AMES VISUAL/PERF. ARTS (4250),2014,364,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,1 | 0.3,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
AMES VISUAL/PERF. ARTS (4250),2015,345,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
AMES VISUAL/PERF. ARTS (4250),2016,363,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
AMES VISUAL/PERF. ARTS (4250),2017,338,2,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,0 | 0.0,2 | 0.6,0 | 0.0,2 | 0.6,0 | 0.0
CLAY ELEM. (4360),2013,139,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
CLAY ELEM. (4360),2014,145,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
CLAY ELEM. (4360),2015,164,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
CLAY ELEM. (4360),2016,116,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
CLAY ELEM. (4360),2017,140,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
COLE ELEM. (4400),2013,299,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
COLE ELEM. (4400),2014,339,3,0.9,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,1 | 0.3,1 | 0.3,1 | 0.3,2 | 0.6,0 | 0.0,3 | 0.9,0 | 0.0
COLE ELEM. (4400),2015,382,6,1.6,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,5 | 1.3,0 | 0.0,6 | 1.6,0 | 0.0,6 | 1.6,0 | 0.0
COLE ELEM. (4400),2016,352,12,3.4,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.6,2 | 0.6,8 | 2.3,0 | 0.0,12 | 3.4,0 | 0.0,12 | 3.4,0 | 0.0
COLE ELEM. (4400),2017,357,4,1.1,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.1,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.1,0 | 0.0,4 | 1.1,0 | 0.0
COLUMBIA ELEM. COMM. ED. CTR. (4420),2013,198,4,2,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,3 | 1.5,0 | 0.0,4 | 2.0,0 | 0.0,4 | 2.0,0 | 0.0
COLUMBIA ELEM. COMM. ED. CTR. (4420),2014,221,2,0.9,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0
COLUMBIA ELEM. COMM. ED. CTR. (4420),2015,182,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
COLUMBIA ELEM. COMM. ED. CTR. (4420),2016,125,1,0.8,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.8,0 | 0.0,1 | 0.8,0 | 0.0,1 | 0.8,0 | 0.0
COLUMBIA ELEM. COMM. ED. CTR. (4420),2017,157,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
COTE BRILLIANTE ELEM. (4440),2013,175,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
COTE BRILLIANTE ELEM. (4440),2014,216,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
COTE BRILLIANTE ELEM. (4440),2015,235,2,0.9,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0
COTE BRILLIANTE ELEM. (4440),2016,185,1,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0
COTE BRILLIANTE ELEM. (4440),2017,138,1,0.7,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.7,0 | 0.0,0 | 0.0,1 | 0.7,0 | 0.0,1 | 0.7,0 | 0.0
DEWEY SCH.-INTERNAT'L. STUDIES (4470),2013,418,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
DEWEY SCH.-INTERNAT'L. STUDIES (4470),2014,378,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
DEWEY SCH.-INTERNAT'L. STUDIES (4470),2015,371,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
DEWEY SCH.-INTERNAT'L. STUDIES (4470),2016,381,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,1 | 0.3,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
DEWEY SCH.-INTERNAT'L. STUDIES (4470),2017,369,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,1 | 0.3,0 | 0.0,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
DUNBAR AND BR. (4480),2013,202,2,1,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,1 | 0.5,1 | 0.5,1 | 0.5,0 | 0.0,1 | 0.5,1 | 0.5
DUNBAR AND BR. (4480),2014,203,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
DUNBAR AND BR. (4480),2015,194,1,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0
DUNBAR AND BR. (4480),2016,150,1,0.7,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.7,0 | 0.0,0 | 0.0,1 | 0.7,0 | 0.0,1 | 0.7,0 | 0.0
DUNBAR AND BR. (4480),2017,148,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FARRAGUT ELEM. (4580),2013,177,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FARRAGUT ELEM. (4580),2014,185,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FARRAGUT ELEM. (4580),2015,164,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FARRAGUT ELEM. (4580),2016,144,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FARRAGUT ELEM. (4580),2017,150,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FORD-FORD BR. ELEM. COMM. ED. (4630),2013,207,7,3.4,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,7 | 3.4,0 | 0.0,7 | 3.4,0 | 0.0,7 | 3.4,0 | 0.0
FORD-FORD BR. ELEM. COMM. ED. (4630),2014,249,2,0.8,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.4,1 | 0.4,0 | 0.0,2 | 0.8,0 | 0.0,2 | 0.8,0 | 0.0
FORD-FORD BR. ELEM. COMM. ED. (4630),2015,297,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
FORD-FORD BR. ELEM. COMM. ED. (4630),2016,233,2,0.9,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0
FORD-FORD BR. ELEM. COMM. ED. (4630),2017,229,3,1.3,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.3,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.3,0 | 0.0,3 | 1.3,0 | 0.0
FROEBEL ELEM. (4660),2013,326,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FROEBEL ELEM. (4660),2014,350,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FROEBEL ELEM. (4660),2015,316,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FROEBEL ELEM. (4660),2016,254,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
FROEBEL ELEM. (4660),2017,258,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
GATEWAY ELEM. (4730),2013,545,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
GATEWAY ELEM. (4730),2014,540,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
GATEWAY ELEM. (4730),2015,511,1,0.2,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.2,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.2,0 | 0.0,1 | 0.2,0 | 0.0
GATEWAY ELEM. (4730),2016,522,2,0.4,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.2,1 | 0.2,0 | 0.0,0 | 0.0,2 | 0.4,0 | 0.0,2 | 0.4,0 | 0.0
GATEWAY ELEM. (4730),2017,482,3,0.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,3 | 0.6,0 | 0.0,0 | 0.0,3 | 0.6,0 | 0.0,3 | 0.6,0 | 0.0
HAMILTON ELEM. COMMUNITY ED. (4780),2013,323,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,1 | 0.3
HAMILTON ELEM. COMMUNITY ED. (4780),2014,366,7,1.9,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,3 | 0.8,3 | 0.8,1 | 0.3,6 | 1.6,0 | 0.0,7 | 1.9,0 | 0.0
HAMILTON ELEM. COMMUNITY ED. (4780),2015,350,5,1.4,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,4 | 1.1,0 | 0.0,5 | 1.4,0 | 0.0,5 | 1.4,0 | 0.0
HAMILTON ELEM. COMMUNITY ED. (4780),2016,283,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HAMILTON ELEM. COMMUNITY ED. (4780),2017,288,7,2.4,0 | 0.0,0 | 0.0,0 | 0.0,4 | 1.4,2 | 0.7,1 | 0.3,0 | 0.0,7 | 2.4,0 | 0.0,7 | 2.4,0 | 0.0
HENRY ELEM. (4880),2013,215,2,0.9,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.9,0 | 0.0,2 | 0.9,0 | 0.0
HENRY ELEM. (4880),2014,181,2,1.1,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.6,0 | 0.0,1 | 0.6,0 | 0.0,2 | 1.1,0 | 0.0,2 | 1.1,0 | 0.0
HENRY ELEM. (4880),2015,182,3,1.6,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,3 | 1.6,0 | 0.0,3 | 1.6,0 | 0.0,3 | 1.6,0 | 0.0
HENRY ELEM. (4880),2016,180,2,1.1,0 | 0.0,0 | 0.0,0 | 0.0,2 | 1.1,0 | 0.0,0 | 0.0,0 | 0.0,2 | 1.1,0 | 0.0,2 | 1.1,0 | 0.0
HENRY ELEM. (4880),2017,228,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HICKEY ELEM. (4890),2013,187,2,1.1,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,1 | 0.5,0 | 0.0,0 | 0.0,2 | 1.1,0 | 0.0,2 | 1.1,0 | 0.0
HICKEY ELEM. (4890),2014,212,1,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,0 | 0.0,1 | 0.5,0 | 0.0,1 | 0.5,0 | 0.0
HICKEY ELEM. (4890),2015,196,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HICKEY ELEM. (4890),2016,157,0,0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0
HICKEY ELEM. (4890),2017,174,4,2.3,0 | 0.0,1 | 0.6,0 | 0.0,3 | 1.7,0 | 0.0,0 | 0.0,0 | 0.0,4 | 2.3,0 | 0.0,4 | 2.3,0 | 0.0
HERZOG ELEM. (4900),2013,372,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
HERZOG ELEM. (4900),2014,389,6,1.5,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.5,2 | 0.5,2 | 0.5,0 | 0.0,6 | 1.5,0 | 0.0,6 | 1.5,0 | 0.0
HERZOG ELEM. (4900),2015,401,2,0.5,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,2 | 0.5,0 | 0.0,0 | 0.0,2 | 0.5,0 | 0.0,2 | 0.5,0 | 0.0
HERZOG ELEM. (4900),2016,298,1,0.3,0 | 0.0,0 | 0.0,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,0 | 0.0,1 | 0.3,0 | 0.0,1 | 0.3,0 | 0.0
